,Unnamed: 0,Course,Job,Company,Location,Link
25,1,UX/UI Designer,UX/UI Designer,BOLD by Devoteam,"Lisboa, Portugal",https://www.linkedin.com/jobs/view/1747541134/?eBP=CwEAAAF50UzxyXQhnozYeahEmqJw6A7nUZdUWNHk61GgFXwBBU_-RFrYJjvw-m0r5WH1f18CjByfmbr93ufEqcn3pfG6Ep7GXXBBXOY5RwzkM0W3IVYVvnBzpWzf17TcJ88QSlI7qjzGOCczQWOZpMCLSOi0M3Tp1QxKnNZNz7r4q2thSCiKW8WO99MwU3ahzx14sw1ov3ZaRyl47U7f0hIwZyC7DxukLauf69pMgvp1Blu8ouxI1Vl11KJNQecl_o-drDDE3IzthKuE8Ja32SckhUZYvDP2QxzY6ZVVwgDfuEF4AD1ouFwzWGYuVhgqSAlKHmadtKCHNfKv_P_7x6IpSU5jQDMZwMG6a_xBMBf1NyYL9TtG4pAvLr7X__8X&recommendedFlavor=COMPANY_RECRUIT&refId=e9I6wgoBhNLYTlVEqenYRw%3D%3D&trackingId=EDQIzFfGuSoE57WyGjF5mg%3D%3D&trk=flagship3_search_srp_jobs
0,0,Web Developer,Web Engineer,Spotify,"Estocolmo, Suécia",https://www.linkedin.com/jobs/view/2461198534/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=vRYLhUsbvqtnvVV2pINbBg%3D%3D&trackingId=QRT6GP8Q5XzIbu18adtCEA%3D%3D&trk=flagship3_search_srp_jobs
1,1,Web Developer,Frontend Engineer,WarnerMedia,"Estocolmo, Suécia",https://www.linkedin.com/jobs/view/2551246585/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=vRYLhUsbvqtnvVV2pINbBg%3D%3D&trackingId=PiUgRTDBdLhcrfv8qNbN6w%3D%3D&trk=flagship3_search_srp_jobs
2,2,Web Developer,Fullstack Javascript Engineer,Klarna,"Estocolmo, Suécia",https://www.linkedin.com/jobs/view/1509110501/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=vRYLhUsbvqtnvVV2pINbBg%3D%3D&trackingId=ZLW4cdY9119XvmWuhPu5zw%3D%3D&trk=flagship3_search_srp_jobs
3,3,Web Developer,Frontend Developer,Volvo Group,"Gotemburgo, Suécia",https://www.linkedin.com/jobs/view/2566009334/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=vRYLhUsbvqtnvVV2pINbBg%3D%3D&trackingId=HNncgCV1OP%2BLiMfnhAI61w%3D%3D&trk=flagship3_search_srp_jobs
4,4,Web Developer,Junior Fullstack Web Developer,Moank,"Estocolmo, Suécia",https://www.linkedin.com/jobs/view/2560351029/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=vRYLhUsbvqtnvVV2pINbBg%3D%3D&trackingId=f2vnfljCu%2Fe%2BocaqvTwRXg%3D%3D&trk=flagship3_search_srp_jobs
5,0,Web Developer,Front End Software Engineer,Google,"Munique, Alemanha",https://www.linkedin.com/jobs/view/2568575563/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=OYMGudaGxDTcSTRsOwPiMw%3D%3D&trackingId=Ll3H6ZJfT0EzT54tAsa2Hg%3D%3D&trk=flagship3_search_srp_jobs
6,1,Web Developer,Front End Engineer,Amazon,"Berlim, Alemanha",https://www.linkedin.com/jobs/view/2497774881/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=OYMGudaGxDTcSTRsOwPiMw%3D%3D&trackingId=NhO%2FmiKTqn%2Fp%2Bp%2FUsNxVTw%3D%3D&trk=flagship3_search_srp_jobs
7,2,Web Developer,Software Engineer - Web Developer,Klarna,"Gießen, Alemanha",https://www.linkedin.com/jobs/view/2218712036/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=OYMGudaGxDTcSTRsOwPiMw%3D%3D&trackingId=u2VTIbfk48GZAhEL1vAZrg%3D%3D&trk=flagship3_search_srp_jobs
8,3,Web Developer,(Junior) Frontend Developer (f/m/d) GreenToken,SAP,"Potsdam, Alemanha",https://www.linkedin.com/jobs/view/2579001816/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=OYMGudaGxDTcSTRsOwPiMw%3D%3D&trackingId=DxOBRyowai8y%2B5F3gLNLaA%3D%3D&trk=flagship3_search_srp_jobs
9,4,Web Developer,Junior Fullstack Developer (f/m/x),Tomorrow,"Hamburgo, Alemanha",https://www.linkedin.com/jobs/view/2498012850/?eBP=JOB_SEARCH_ORGANIC&refId=OYMGudaGxDTcSTRsOwPiMw%3D%3D&trackingId=Z9xgIADBaFH12UQ8e9WZEA%3D%3D&trk=flagship3_search_srp_jobs
10,0,Web Developer,Web Developer L&D,Amazon,"Londres, Inglaterra",https://www.linkedin.com/jobs/view/2478350446/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=owWFz6ucvMgKRGxTLBMaGA%3D%3D&trackingId=TiVIIifZP1uTE%2B5W3HEvVg%3D%3D&trk=flagship3_search_srp_jobs
11,1,Web Developer,Web Designer,UNIQLO EUROPE LTD,"Londres, Inglaterra",https://www.linkedin.com/jobs/view/2529090007/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=owWFz6ucvMgKRGxTLBMaGA%3D%3D&trackingId=hsnfYh9GgcUDNL3FSsmQMw%3D%3D&trk=flagship3_search_srp_jobs
12,2,Web Developer,Front End Engineer,Facebook,"Londres, Inglaterra",https://www.linkedin.com/jobs/view/2428861079/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=owWFz6ucvMgKRGxTLBMaGA%3D%3D&trackingId=q8DmABN86tC7wAjQTY9zxQ%3D%3D&trk=flagship3_search_srp_jobs
13,3,Web Developer,Frontend Engineer,WarnerMedia,"Londres, Inglaterra",https://www.linkedin.com/jobs/view/2447210593/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=owWFz6ucvMgKRGxTLBMaGA%3D%3D&trackingId=JRWLrbT%2FjquU0AtjlT9uNg%3D%3D&trk=flagship3_search_srp_jobs
14,4,Web Developer,Front-End Web Developer,Morgan Stanley,"Londres, Inglaterra",https://www.linkedin.com/jobs/view/2542108712/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=owWFz6ucvMgKRGxTLBMaGA%3D%3D&trackingId=1IJdUBReHnABZCoW6aXisg%3D%3D&trk=flagship3_search_srp_jobs
15,0,Web Developer,Web Developer - Back e Front,IBM,"Rio de Janeiro, Brasil",https://www.linkedin.com/jobs/view/2548633578/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=R6m0R0oLwAvJvyccO8xzeQ%3D%3D&trackingId=DF%2FewfAGHMuO2ONwWZShVQ%3D%3D&trk=flagship3_search_srp_jobs
16,1,Web Developer,Web Designer Jr,CENTAURO,"São Paulo, Brasil",https://www.linkedin.com/jobs/view/2554845728/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=R6m0R0oLwAvJvyccO8xzeQ%3D%3D&trackingId=X%2BImIt7IsT5xPTQcHp74EQ%3D%3D&trk=flagship3_search_srp_jobs
17,2,Web Developer,Frontend Engineer - eero,Amazon,"São Paulo, Brasil",https://www.linkedin.com/jobs/view/2495086657/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=R6m0R0oLwAvJvyccO8xzeQ%3D%3D&trackingId=i9qHUCIJQm74m7uOxanFVw%3D%3D&trk=flagship3_search_srp_jobs
18,3,Web Developer,Web Developer,AQUIRIS,"Porto Alegre, Brasil",https://www.linkedin.com/jobs/view/2577019255/?eBP=JOB_SEARCH_ORGANIC&refId=R6m0R0oLwAvJvyccO8xzeQ%3D%3D&trackingId=4i1M6f99FAjH8hYYYjlS4Q%3D%3D&trk=flagship3_search_srp_jobs
19,4,Web Developer,Web Developer - Front End,VTEX,"Rio de Janeiro, Brasil",https://www.linkedin.com/jobs/view/2531589348/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=R6m0R0oLwAvJvyccO8xzeQ%3D%3D&trackingId=Hs0snRE5TBYt6NBIA5Upfg%3D%3D&trk=flagship3_search_srp_jobs
20,0,Web Developer,Junior Frontend Developer,Translated,"Roma, Itália",https://www.linkedin.com/jobs/view/2524457487/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=wnCvCW1JtGSMjK4zAZqjpw%3D%3D&trackingId=pUfnCJk7q5Aw9Bkn7Ux7Hg%3D%3D&trk=flagship3_search_srp_jobs
21,0,Web Developer,Frontend Engineer,WarnerMedia,"Madrid, Espanha",https://www.linkedin.com/jobs/view/2447209662/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=glrdCok6rPFGqSnPOUKYZQ%3D%3D&trackingId=MxHg6jY2kZ8jjjpZFqYFkw%3D%3D&trk=flagship3_search_srp_jobs
22,1,Web Developer,Junior Web Developer,Etnia Barcelona,"Barcelona, Espanha",https://www.linkedin.com/jobs/view/2535421499/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=COMPANY_RECRUIT&refId=glrdCok6rPFGqSnPOUKYZQ%3D%3D&trackingId=EEMdCpVt%2FkWd4BiRF42hUQ%3D%3D&trk=flagship3_search_srp_jobs
23,0,Web Developer,Frontend Web Developer & UX Designer,MyPrivateBoutique & MyPrivateDressing,"Guimarães, Portugal",https://www.linkedin.com/jobs/view/2546109849/?eBP=CwEAAAF5zsCSEMW6JGPyf7o6W3MEQ1G2UhmbeLIv_tWOnr2jFvtZVwRMkX6GuIh_ebpvC7nHSW9NuoX6vEqAQ-4eySjXpswuUxEYnr4Q0XtWTuzai323B_52SAcZ6oXsxib6WHv9r8qqJ8uRZ9_UWXNp2YPlqFrAoXhKVlrxygmatWkiMSq3CFTzOIkWUYmt156kK0q3elrdTta-lswF_mTYuvtX4n7dNsBALjptraO_w0-uY5wLsfQlSqOU0Ye47P55A9gBS6AWMsYcAB9QnZLH0jTkfc0K_JUWTJlhlQsT_UHtpejNbjD9idm5bic0hzsaSVQCnr9b3oNj9bqcIRsecbBbIrtfs2nt1q52S4OSUB6XdJln7b90lFCcrOXCQsnoLbgBzHWgGuYeWmW9THqyvdThog&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=bPtVj6%2BbsgiguhncfidHRA%3D%3D&trackingId=qvu2k1L4EKSM6h9wUKZ6DQ%3D%3D&trk=flagship3_search_srp_jobs
24,1,Web Developer,Perl Web Developer,BOLD by Devotam,"Lisboa, Portugal",https://www.linkedin.com/jobs/view/1697760822/?eBP=CwEAAAF5zsCSELfqF7J_uUzUBa0UorNiYSdmQOqdugoacl0a2V3NycU6sesRPR6-Jw05Odi2YgLPn77S8eVQTS_g-masvY1ON6MNA3MR8cZBkInP1Oq1QnU_CaR6PnpqEygvh06ZRBuQgVz_lhJPkE3q8qXXF5gLkIDTPt8wdUG7V2csNKweR4GpPD0pA_2wDvlhKt3dw14DmyVcQxaXt4LzKQ9BeOIDuDXKSL3wfyfQl5oSEor_ziVg2y99LhQdzzfrKjJCFQGwBg8z_lS8kEahW_m0yrgQ22ZgfYjI3TYijKVOjACIUh3Ts-lFhZHWqPHkXFIq6ocvfO43Yutf07aseKA&recommendedFlavor=COMPANY_RECRUIT&refId=bPtVj6%2BbsgiguhncfidHRA%3D%3D&trackingId=no1n6duMZGqHzMRlN6s2qQ%3D%3D&trk=flagship3_search_srp_jobs
25,2,Web Developer,Web Developer,Equus Software,"Porto, Portugal",https://www.linkedin.com/jobs/view/2320880960/?eBP=CwEAAAF5zsCSEAwIRnQua1vYASBz93EAzNdBvJda69GGHsFMFTJNoCc-l7thKV-7pVk1H2uJxVg-HzwsE8-3dQ-BTjpII001pnMbszL_F8zmt9YuOgqLWwBijGosurXgAUQS1rpfYJO7vtS8HUmRXwUWUfmncXbCCeKqjqmciIHbFMyT98yW8i5ggZqYJ9tNbv1GL0bXEJFlpHFCUEWwMleBACoctENXEYWmkOqsk3203XbcJK1qAuw1QSVStAPUcXz8gp37vGb7qthvwB88mlttF2nMr1-eclzf42_h6tZJdm0efC2xQdwDwhu0REQK_hfuKMKDfC5K4Dl6KsrN1ppx7DkDPLxo&recommendedFlavor=COMPANY_RECRUIT&refId=bPtVj6%2BbsgiguhncfidHRA%3D%3D&trackingId=7Cm9O8G9Vj8Gf%2BV9VLVqng%3D%3D&trk=flagship3_search_srp_jobs
26,3,Web Developer,Web Application Developer,WireMaze,"Lisboa, Portugal",https://www.linkedin.com/jobs/view/2559171197/?eBP=CwEAAAF5zsCSERL95zd-8AyFaSiR1rE4PL9JYSVPqg_p18p9bhKEoTKGZwRbUjvoM7LYR3q_aaJwxIKvej8vXK_UeUc2xYRVjbQsrsscVyVCJ99j-8GSF7-8yIxtZEuCh42knGXO5YnjqYNIE9KkaWlpFKyJ52a6DD46UP3jq66Ky1W1NoTi3ctrq3n1rYU-ZvVCHA8FEBYS0yrOEwdTR3piTSlgCrjFdNVbThI4LE9PX0IlCfnxwR-gm765te9qaMtcHPNU8NTgiZ-yxsZcie_VeYZ2RVcBNnORP8Vv-rov13vffUHYspjKLSB-ohoVj3UKMvKWpl8ImlL68jxMLYE2YJvk7w&recommendedFlavor=COMPANY_RECRUIT&refId=bPtVj6%2BbsgiguhncfidHRA%3D%3D&trackingId=n8OuEPA2SuYQ6%2FnZqiebRA%3D%3D&trk=flagship3_search_srp_jobs
27,4,Web Developer,Junior Web Developer,WireMaze,"Porto, Portugal",https://www.linkedin.com/jobs/view/2565283975/?eBP=JOB_SEARCH_ORGANIC&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=bPtVj6%2BbsgiguhncfidHRA%3D%3D&trackingId=h7oXoRbqDqkiSLi6WoSmhg%3D%3D&trk=flagship3_search_srp_jobs
