Job,Company,Location,Link
UX UI/Product Designer (Remote),"Loka, Inc.","Lisboa, Portugal",https://www.linkedin.com/jobs/view/2570699562/?eBP=CwEAAAF50UzxyfvQ5IqK5ZxDklJT7ax1czd3DL8ouOOiCEYwf_QSWVHh27i5ok0sOkmZAfMJB1clY6ZfVIW9iN7JDEnHhWbgdTgmNXKRiEGE-ZcHkomUlwb9SZzq7TutDreiYrWtVL2xPnsAr7pKaq03x91FgdeiOnxv5BC4TsOkLlgQFhVDmc-QNReNrLnCsxuRPLbOWQ3qadhcElV88C9Pvnr7WSQ2xSP40PwlQWXuLYBaFJheWy5gGAEBhNgPI-vrNzyaFEXFwYyRRufCX_7WPH-Jz9RaZWCUoBe5eh-e0kWmY_XqW2uph50ROrifOx09P_8rXnyWHQLzr_ljho3H4e4cjd7PWfGJrSKJscY7-dRr5ts&recommendedFlavor=ACTIVELY_HIRING_COMPANY&refId=e9I6wgoBhNLYTlVEqenYRw%3D%3D&trackingId=9eq7NeH54yn%2FFb1DUwrXgQ%3D%3D&trk=flagship3_search_srp_jobs
UX/UI Designer,BOLD by Devoteam,"Lisboa, Portugal",https://www.linkedin.com/jobs/view/1747541134/?eBP=CwEAAAF50UzxyXQhnozYeahEmqJw6A7nUZdUWNHk61GgFXwBBU_-RFrYJjvw-m0r5WH1f18CjByfmbr93ufEqcn3pfG6Ep7GXXBBXOY5RwzkM0W3IVYVvnBzpWzf17TcJ88QSlI7qjzGOCczQWOZpMCLSOi0M3Tp1QxKnNZNz7r4q2thSCiKW8WO99MwU3ahzx14sw1ov3ZaRyl47U7f0hIwZyC7DxukLauf69pMgvp1Blu8ouxI1Vl11KJNQecl_o-drDDE3IzthKuE8Ja32SckhUZYvDP2QxzY6ZVVwgDfuEF4AD1ouFwzWGYuVhgqSAlKHmadtKCHNfKv_P_7x6IpSU5jQDMZwMG6a_xBMBf1NyYL9TtG4pAvLr7X__8X&recommendedFlavor=COMPANY_RECRUIT&refId=e9I6wgoBhNLYTlVEqenYRw%3D%3D&trackingId=EDQIzFfGuSoE57WyGjF5mg%3D%3D&trk=flagship3_search_srp_jobs
